LAT,LON,PLACE,YEAR,MONTH,DAY,PRECTOT,QV2M,RH2M,PS,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,TEMPERATURE,WS10M_RANGE,WS10M_MIN,WS10M_MAX,WS10M
23.79831,86.44081,DHANBAD,2010,1,1,0,6.02,64.45,98.48,14.17,12.24,6.16,6.17,21.07,6.9,12.74,1.61,2.54,4.16,3.31
23.79831,86.44081,DHANBAD,2010,1,2,0,5.64,62.71,98.61,15.09,11.45,5.18,5.19,21.14,6.05,12.18,1.05,2.23,3.28,2.94
23.79831,86.44081,DHANBAD,2010,1,3,0,5.53,59.05,98.48,16.42,11.55,4.91,4.92,22.26,5.84,12.78,1.92,1.81,3.72,2.87
23.79831,86.44081,DHANBAD,2010,1,4,0,6.62,64.63,98.21,15.74,13.49,7.21,7.22,22.98,7.23,14.11,2.76,2.81,5.58,3.89
23.79831,86.44081,DHANBAD,2010,1,5,0,6.41,63.68,98.21,14.17,13.34,7.04,7.04,21.93,7.76,13.84,3.05,1.95,5,3.37
23.79831,86.44081,DHANBAD,2010,1,6,0,5.85,61.42,98.33,14.65,12.12,5.7,5.71,20.91,6.26,13.01,1.76,1.38,3.14,2.38
23.79831,86.44081,DHANBAD,2010,1,7,0,5.86,57.52,98.51,14.2,12.39,5.79,5.8,21.73,7.54,14.09,0.85,1.43,2.28,1.85
23.79831,86.44081,DHANBAD,2010,1,8,0,5.88,54.09,98.47,14.65,12.99,5.78,5.79,23.07,8.42,15.07,1.09,1.37,2.47,1.91
23.79831,86.44081,DHANBAD,2010,1,9,0,6.32,58.89,98.39,16.56,13.71,6.77,6.78,23.85,7.28,14.85,2.47,1.21,3.68,2.45
23.79831,86.44081,DHANBAD,2010,1,10,0,6.33,59.22,98.42,15.93,13.87,6.82,6.82,23.98,8.05,14.8,2.33,2.11,4.44,3.1
23.79831,86.44081,DHANBAD,2010,1,11,0,6.19,57.92,98.48,16.39,14,6.49,6.5,24.2,7.8,14.82,1.81,2.21,4.03,2.96
23.79831,86.44081,DHANBAD,2010,1,12,0,6.24,56.7,98.51,16.45,14.68,6.57,6.58,24.28,7.82,15.27,1.98,2.04,4.03,2.92
23.79831,86.44081,DHANBAD,2010,1,13,0.04,7.05,60.63,98.61,9.94,15.39,8.26,8.27,22.2,12.25,16.13,1.94,0.12,2.05,1.51
23.79831,86.44081,DHANBAD,2010,1,14,0.02,9.19,76.16,98.77,10.55,16.62,12.43,12.43,22.64,12.08,16.73,1.28,1.48,2.76,2
23.79831,86.44081,DHANBAD,2010,1,15,0,7.67,66.94,98.93,14.15,15.93,9.79,9.8,23.72,9.57,15.96,2.15,1.35,3.5,2.35
23.79831,86.44081,DHANBAD,2010,1,16,0,6.73,62.17,98.95,14.64,14.79,7.87,7.87,23.27,8.63,15.09,1.97,1.8,3.77,2.71
23.79831,86.44081,DHANBAD,2010,1,17,0,6.09,57.41,98.9,15.09,14.26,6.39,6.4,23.13,8.04,14.76,1.36,1.89,3.25,2.74
23.79831,86.44081,DHANBAD,2010,1,18,0,5.77,52.2,98.78,14.79,14.54,5.54,5.55,23.54,8.75,15.37,1.78,1.31,3.09,2.44
23.79831,86.44081,DHANBAD,2010,1,19,0,5.42,51.73,98.58,14.93,14,4.64,4.66,23.44,8.5,14.53,1.49,1.9,3.39,2.73
23.79831,86.44081,DHANBAD,2010,1,20,0,5.05,49.29,98.73,16.84,12.98,3.66,3.68,23.12,6.28,14.19,2.51,1.48,3.99,2.79
23.79831,86.44081,DHANBAD,2010,1,21,0,4.97,48.7,98.6,16.94,13.21,3.4,3.42,23.7,6.76,14.14,1.27,2.11,3.38,2.91
23.79831,86.44081,DHANBAD,2010,1,22,0,4.86,45.57,98.55,17.56,13.86,3.03,3.07,24.94,7.38,14.81,1.74,1.7,3.44,2.77
23.79831,86.44081,DHANBAD,2010,1,23,0,4.89,44.8,98.56,16.55,13.94,3.14,3.17,24.63,8.08,15.17,1.99,1,2.99,2.13
23.79831,86.44081,DHANBAD,2010,1,24,0,5.05,44.79,98.48,15.64,14.1,3.55,3.58,24.88,9.24,15.66,2.15,0.92,3.07,2.09
23.79831,86.44081,DHANBAD,2010,1,25,0,5.26,42.57,98.49,14.51,14.87,4.16,4.19,25.56,11.04,17.1,1.88,0.41,2.3,1.34
23.79831,86.44081,DHANBAD,2010,1,26,0,5.48,46.14,98.52,17.09,15.27,4.76,4.78,26.47,9.38,16.49,1.41,1.91,3.32,2.73
23.79831,86.44081,DHANBAD,2010,1,27,0,5.48,44.85,98.6,15.9,15.42,4.8,4.82,25.69,9.79,16.93,1.32,1.45,2.77,2.18
23.79831,86.44081,DHANBAD,2010,1,28,0,5.61,45.68,98.61,13.66,15.33,5.14,5.16,25.16,11.49,17.02,1.6,1.09,2.69,2.02
23.79831,86.44081,DHANBAD,2010,1,29,0,5.41,43.96,98.54,15.58,15.24,4.63,4.65,25.49,9.91,17.04,1.25,1.45,2.7,2.02
23.79831,86.44081,DHANBAD,2010,1,30,0,5.7,45.82,98.43,16.2,15.61,5.29,5.31,25.79,9.59,17.18,2.02,1.79,3.81,2.82
23.79831,86.44081,DHANBAD,2010,1,31,0,6.05,50.36,98.51,15.31,15.76,6.24,6.25,24.83,9.52,16.63,2.3,2.27,4.57,3.25
23.79831,86.44081,DHANBAD,2010,2,1,0,5.77,45.01,98.46,15.26,16.21,5.52,5.54,25.86,10.61,17.65,1.47,1.63,3.1,2.22
23.79831,86.44081,DHANBAD,2010,2,2,0,6.29,47.84,98.38,14.91,16.9,6.74,6.75,26.27,11.36,18.06,1.56,1.42,2.98,2.21
23.79831,86.44081,DHANBAD,2010,2,3,0,6.2,48.07,98.39,15.51,17.12,6.51,6.52,26.28,10.77,17.74,1.74,2.18,3.92,2.83
23.79831,86.44081,DHANBAD,2010,2,4,0,5.25,42.73,98.44,17,16.55,4.03,4.06,26.34,9.34,17.01,1.31,2.26,3.57,2.94
23.79831,86.44081,DHANBAD,2010,2,5,0,4.73,39.98,98.49,17.8,16.07,2.57,2.62,26.25,8.46,16.43,1.94,2.66,4.6,3.6
23.79831,86.44081,DHANBAD,2010,2,6,0,5.88,48.43,98.56,16.07,16.8,5.83,5.85,25.75,9.68,16.82,1.02,2.45,3.46,3.03
23.79831,86.44081,DHANBAD,2010,2,7,0,5.97,45.85,98.46,15.61,17.24,5.95,5.97,27.08,11.47,17.91,3.65,0.97,4.62,2.62
23.79831,86.44081,DHANBAD,2010,2,8,0,6.67,44.98,98.23,15.88,18.75,7.52,7.53,28.53,12.65,19.96,3.21,1.61,4.81,2.63
23.79831,86.44081,DHANBAD,2010,2,9,0.03,7.38,47.02,98.1,17.01,19.48,9,9.01,30.32,13.31,20.84,3.15,0.54,3.69,2.18
23.79831,86.44081,DHANBAD,2010,2,10,0.13,8.18,54.14,98.28,15.07,20.27,10.65,10.65,28.49,13.42,20.24,1.62,1.17,2.79,2.04
23.79831,86.44081,DHANBAD,2010,2,11,0,9.07,55.11,98.45,14.63,21.82,12.24,12.24,29.48,14.85,21.66,2.64,0.32,2.96,1.76
23.79831,86.44081,DHANBAD,2010,2,12,0.57,9.42,53.04,98.41,12.83,22.65,12.77,12.78,30.16,17.32,22.9,1.64,0.53,2.16,1.12
23.79831,86.44081,DHANBAD,2010,2,13,0.12,8.54,55.7,98.26,16.69,21.28,11.27,11.27,29.94,13.25,20.48,2.91,1.37,4.29,2.72
23.79831,86.44081,DHANBAD,2010,2,14,0,9.04,57.57,98.17,14.3,21.55,12.15,12.16,28.74,14.44,20.85,2.17,1.93,4.1,2.8
23.79831,86.44081,DHANBAD,2010,2,15,0.18,8.61,52.7,98.22,12.47,21.72,11.2,11.21,28.78,16.31,21.5,2.1,0.82,2.92,1.86
23.79831,86.44081,DHANBAD,2010,2,16,4.75,11.8,69.28,98.26,11.35,22.78,16.23,16.23,28.08,16.74,22.16,3.59,0.12,3.72,1.59
23.79831,86.44081,DHANBAD,2010,2,17,7.41,10.91,64.27,98.17,12.69,22.23,14.87,14.87,29.35,16.66,22.11,3.81,0.78,4.59,3.14
23.79831,86.44081,DHANBAD,2010,2,18,0,6.26,43.67,98.27,16.11,19.57,6.68,6.69,28.52,12.41,19.42,3.03,3.01,6.04,4.57
23.79831,86.44081,DHANBAD,2010,2,19,0,4.71,33.94,98.4,18.02,18.64,2.52,2.58,28.95,10.93,18.94,2.92,0.77,3.7,2.58
23.79831,86.44081,DHANBAD,2010,2,20,0,4.95,36.45,98.4,17.71,18.3,3.28,3.32,28.49,10.78,18.57,2.38,2.41,4.79,3.18
23.79831,86.44081,DHANBAD,2010,2,21,0,5.14,37.5,98.37,17.38,18.66,3.71,3.75,28.24,10.87,18.71,1.55,1.77,3.32,2.65
23.79831,86.44081,DHANBAD,2010,2,22,0,5.53,36.3,98.32,14.2,19.77,4.78,4.81,28.54,14.34,20.4,2.43,0.01,2.44,1.34
23.79831,86.44081,DHANBAD,2010,2,23,0,6.08,35.79,98.02,15.17,21.35,6.09,6.11,30.67,15.5,22.13,2.64,0.33,2.97,1.58
23.79831,86.44081,DHANBAD,2010,2,24,0.82,7.84,43.07,97.79,13.9,23,9.8,9.81,31.57,17.67,23.21,2.03,0.48,2.5,1.5
23.79831,86.44081,DHANBAD,2010,2,25,0.19,8.17,46.86,97.99,15.92,22.69,10.51,10.51,30.87,14.95,22.53,2.92,1.27,4.19,2.62
23.79831,86.44081,DHANBAD,2010,2,26,0,6.99,41.55,98.16,16.69,22.58,8.26,8.27,31.38,14.69,21.98,1.9,1.25,3.15,2.59
23.79831,86.44081,DHANBAD,2010,2,27,0,6.73,40.85,98.08,17.26,21.67,7.67,7.68,30.81,13.55,21.64,2.84,2.49,5.33,3.34
23.79831,86.44081,DHANBAD,2010,2,28,0,6.84,38.61,98.01,17.46,22.87,7.93,7.94,32.58,15.12,22.81,4.02,2.85,6.86,4.38
23.79831,86.44081,DHANBAD,2010,3,1,0,6.91,38.37,98.1,16.52,22.94,8.08,8.1,32.35,15.83,23.1,3.23,2.64,5.88,3.74
23.79831,86.44081,DHANBAD,2010,3,2,0,6.25,33.12,97.91,18.89,23.63,6.45,6.47,34.32,15.44,23.85,3.59,3.16,6.75,4.37
23.79831,86.44081,DHANBAD,2010,3,3,0,6.15,31.17,97.73,18.28,24.53,6.24,6.26,34.14,15.87,24.56,3.87,2.8,6.66,4.4
23.79831,86.44081,DHANBAD,2010,3,4,0,7.15,34.75,97.76,17.89,25.24,8.53,8.54,35,17.11,25.28,3.13,1.94,5.07,3.35
23.79831,86.44081,DHANBAD,2010,3,5,0,7.65,34.98,97.73,15.48,25.62,9.47,9.48,34.71,19.23,26.29,3.19,0.46,3.65,1.95
23.79831,86.44081,DHANBAD,2010,3,6,0,7.27,35.21,97.89,17.3,25.9,8.82,8.83,34.79,17.49,25.34,2.11,3.42,5.54,4.18
23.79831,86.44081,DHANBAD,2010,3,7,0,7.6,37.01,98.06,17.48,25.9,9.46,9.46,34.56,17.08,25.28,2.31,2.54,4.85,3.45
23.79831,86.44081,DHANBAD,2010,3,8,0,8.09,38.98,98.14,17.05,26.33,10.45,10.45,34.55,17.5,25.46,1.91,2.32,4.23,3.15
23.79831,86.44081,DHANBAD,2010,3,9,0,6.48,33.31,98.36,17.67,25.54,7.05,7.07,33.76,16.09,24.44,2.06,1.41,3.47,2.58
23.79831,86.44081,DHANBAD,2010,3,10,0,5.29,27.36,98.39,18.93,24.99,4.15,4.2,34.68,15.75,24.36,3.9,0.82,4.72,2.91
23.79831,86.44081,DHANBAD,2010,3,11,0,5.6,28.46,98.47,17.85,25.17,4.99,5.03,34.58,16.73,24.65,4.07,1.74,5.81,3.22
23.79831,86.44081,DHANBAD,2010,3,12,0,5,25.11,98.42,18.93,25.35,3.41,3.46,35.16,16.23,24.86,4.01,2.77,6.78,4.14
23.79831,86.44081,DHANBAD,2010,3,13,0,4.99,24.3,98.14,19.09,25.52,3.39,3.43,35.76,16.67,25.32,4.13,3.07,7.2,4.42
23.79831,86.44081,DHANBAD,2010,3,14,0,5.25,24.53,97.92,18.68,25.92,3.95,4,35.91,17.24,25.98,3.42,1.75,5.18,3.15
23.79831,86.44081,DHANBAD,2010,3,15,0.12,5.8,26.15,97.91,16.7,26.3,5.27,5.3,36.35,19.65,26.56,2.56,0.79,3.35,2.22
23.79831,86.44081,DHANBAD,2010,3,16,3.59,9.77,45.6,98.14,16.01,26.39,12.93,12.94,34.78,18.77,25.99,1.77,1.66,3.43,2.68
23.79831,86.44081,DHANBAD,2010,3,17,2.47,10.82,49.29,98.39,15.01,27.3,14.87,14.87,34.47,19.45,26.43,1.43,1.75,3.18,2.52
23.79831,86.44081,DHANBAD,2010,3,18,0,10.49,42.55,98.45,12.89,29.11,14.41,14.41,35.59,22.7,28.43,1.83,0.3,2.14,1.33
23.79831,86.44081,DHANBAD,2010,3,19,0,8.53,34.07,98.15,15.41,29.07,11.19,11.19,36.66,21.25,28.65,2,0.55,2.55,1.84
23.79831,86.44081,DHANBAD,2010,3,20,0,6.77,27.03,98,16.34,28.47,7.63,7.65,37.15,20.81,28.67,1.46,0.65,2.11,1.62
23.79831,86.44081,DHANBAD,2010,3,21,0,6.32,23.84,97.72,18.17,29.28,6.61,6.63,38.83,20.67,29.6,2.42,0.59,3.01,1.97
23.79831,86.44081,DHANBAD,2010,3,22,0,5.63,21.22,97.36,19.65,29.65,4.74,4.76,40.22,20.56,29.55,3.13,2.92,6.05,4.11
23.79831,86.44081,DHANBAD,2010,3,23,0,5.38,19.36,97.23,19.91,30.29,4.21,4.24,40.85,20.94,30.35,3.81,1.79,5.6,3.82
23.79831,86.44081,DHANBAD,2010,3,24,0,5.41,19.25,97.39,19.46,30.31,4.29,4.3,40.94,21.48,30.58,3.61,1.64,5.25,3.35
23.79831,86.44081,DHANBAD,2010,3,25,0,5.41,18.68,97.5,19.2,30.91,4.26,4.29,41.09,21.89,31.12,3.92,0.08,4,2.8
23.79831,86.44081,DHANBAD,2010,3,26,0.03,7.98,27.47,97.52,17.54,31.96,9.58,9.59,40.13,22.6,31.14,1.79,0.59,2.37,1.51
23.79831,86.44081,DHANBAD,2010,3,27,0.29,6.26,21.49,97.54,18.77,31.49,5.95,5.97,41.02,22.25,31.21,5.2,0.72,5.93,3.76
23.79831,86.44081,DHANBAD,2010,3,28,1.62,6.13,21.34,97.55,18.36,31.25,5.74,5.75,40.96,22.61,30.97,5.12,1.38,6.49,3.86
23.79831,86.44081,DHANBAD,2010,3,29,0,5.07,18.24,97.6,18.72,30.9,3.47,3.5,40.3,21.57,30.43,3.81,1.96,5.77,3.91
23.79831,86.44081,DHANBAD,2010,3,30,0,4.88,16.51,97.47,17.79,31,2.74,2.76,41.17,23.38,31.46,4.55,1.05,5.6,2.86
23.79831,86.44081,DHANBAD,2010,3,31,0,4.61,15.9,97.3,18.86,31.19,1.97,2,41.09,22.23,31.12,4.99,0.7,5.7,3.42
23.79831,86.44081,DHANBAD,2010,4,1,0,6.07,19.96,97.31,17.83,32.6,5.99,6.01,40.95,23.12,31.94,3.65,1.09,4.75,3.03
23.79831,86.44081,DHANBAD,2010,4,2,0,5.59,18.79,97.49,17.52,32.6,4.56,4.59,40.46,22.94,31.58,3.84,0.52,4.36,2.88
23.79831,86.44081,DHANBAD,2010,4,3,0,5.23,17.19,97.64,16.73,33.24,2.83,2.89,41.29,24.57,32.03,2.86,0.09,2.95,1.47
23.79831,86.44081,DHANBAD,2010,4,4,0,9.93,33.04,97.7,17.42,33.83,12,12,41.02,23.6,31.76,2.84,1.12,3.96,2.44
23.79831,86.44081,DHANBAD,2010,4,5,0,4.68,15.44,97.65,17.76,32.77,2.29,2.33,41.12,23.35,31.94,2.91,2.15,5.07,3.41
23.79831,86.44081,DHANBAD,2010,4,6,0,4.47,14.58,97.62,18.49,32.78,1.86,1.9,41.7,23.21,32.17,3.62,2.03,5.65,3.8
23.79831,86.44081,DHANBAD,2010,4,7,0,4.04,13.65,97.9,18.67,32.48,0.28,0.35,40.79,22.13,31.57,2.62,1.16,3.78,2.72
23.79831,86.44081,DHANBAD,2010,4,8,0,4.09,13.13,97.95,16.06,32.85,0.08,0.16,41.57,25.51,32.48,2.56,0.37,2.93,1.47
23.79831,86.44081,DHANBAD,2010,4,9,0,3.27,10.82,97.58,18.91,31.95,-2.5,-2.36,41.62,22.71,31.93,6.64,0.11,6.75,3.67
23.79831,86.44081,DHANBAD,2010,4,10,0,3.49,10.82,97.21,19.03,33.19,-1.52,-1.46,42.49,23.46,32.98,5.93,1.05,6.98,4.08
23.79831,86.44081,DHANBAD,2010,4,11,0,3.79,11.28,97.26,18.52,34.25,-0.38,-0.37,43.79,25.27,33.75,2.93,1.33,4.26,3.21
23.79831,86.44081,DHANBAD,2010,4,12,0,5.37,15.74,97.33,18.27,35.21,3.13,3.12,43.69,25.42,34,3.87,0.35,4.22,1.83
23.79831,86.44081,DHANBAD,2010,4,13,0,11.61,34.72,97.31,17.26,36.25,14.51,14.5,42.85,25.59,33.57,3.48,0.23,3.71,2.22
23.79831,86.44081,DHANBAD,2010,4,14,0,10.03,31.47,97.46,15.57,34.28,12.02,12.02,40.64,25.07,32.77,2.63,0.41,3.04,1.94
23.79831,86.44081,DHANBAD,2010,4,15,0,8.83,27.06,97.69,15.98,35.42,10.1,10.11,41.67,25.7,33.24,1.45,1.08,2.53,1.78
23.79831,86.44081,DHANBAD,2010,4,16,0,9.48,29.59,97.66,18.17,35.45,11.2,11.19,42.23,24.06,32.89,2.37,1.16,3.53,2.26
23.79831,86.44081,DHANBAD,2010,4,17,0,9.19,26.94,97.46,19.94,36.06,10.51,10.48,44.43,24.49,33.98,2.05,2.25,4.3,3.08
23.79831,86.44081,DHANBAD,2010,4,18,0,7.93,22.33,97.31,19.06,36.6,9.04,9.02,44.83,25.77,34.7,2.66,0.54,3.2,1.89
23.79831,86.44081,DHANBAD,2010,4,19,0,8.24,23.15,97.09,19.26,36.16,8.55,8.51,44.88,25.62,34.69,7.55,0.22,7.78,3.89
23.79831,86.44081,DHANBAD,2010,4,20,0,5.25,13.98,96.91,18.39,36.97,4.09,4.08,44.85,26.45,35.66,3.62,3.3,6.92,4.79
23.79831,86.44081,DHANBAD,2010,4,21,0,4.89,12.91,97.07,17.41,37.36,3.13,3.12,44.71,27.3,35.84,2.98,2.15,5.14,3.82
23.79831,86.44081,DHANBAD,2010,4,22,0,5.58,15.04,97.28,16.63,36.71,4.99,4.99,44.21,27.58,35.51,5.86,1.33,7.19,4.3
23.79831,86.44081,DHANBAD,2010,4,23,0,6.38,17.95,97.46,16.22,36.23,6.19,6.2,42.59,26.36,34.74,2.44,0.72,3.16,1.63
23.79831,86.44081,DHANBAD,2010,4,24,0.04,9.18,25.94,97.37,17.32,37.51,10.56,10.56,43.43,26.11,34.63,2.15,0.62,2.77,1.9
23.79831,86.44081,DHANBAD,2010,4,25,0.17,4.84,13.94,97.35,18.12,35.47,2.58,2.59,43.17,25.05,34.32,5.27,0.61,5.88,3.54
23.79831,86.44081,DHANBAD,2010,4,26,0.06,7.76,22.25,97.64,17.91,37.02,8.54,8.53,43.5,25.6,34.43,1.87,1.39,3.25,2.68
23.79831,86.44081,DHANBAD,2010,4,27,4.59,11.48,34.61,97.81,15.52,36.53,15.11,15.11,41.63,26.11,33.52,5.19,0.89,6.08,2.54
23.79831,86.44081,DHANBAD,2010,4,28,9.49,14.94,49.51,97.76,14.63,34.06,19.59,19.59,39.96,25.32,31.8,5.03,0.53,5.56,2.77
23.79831,86.44081,DHANBAD,2010,4,29,1.47,15.7,51.72,97.71,13.7,33.74,20.5,20.5,39.25,25.55,31.88,5.17,1.44,6.62,3.29
23.79831,86.44081,DHANBAD,2010,4,30,0.1,14.75,45.26,97.66,14.86,34.95,19.58,19.58,40.84,25.98,33.14,5.99,0.31,6.3,3.34
23.79831,86.44081,DHANBAD,2010,5,1,0.12,13.57,39.37,97.59,15.47,36.32,18.15,18.15,42.19,26.72,34.14,3.57,1.73,5.3,3.03
23.79831,86.44081,DHANBAD,2010,5,2,0.05,14.55,48.6,97.62,11.7,33.39,19.41,19.41,38.87,27.17,31.63,5.82,0.42,6.24,3.47
23.79831,86.44081,DHANBAD,2010,5,3,3.33,14.23,53.19,97.51,8.9,30.87,18.89,18.89,34.85,25.96,29.64,5.75,0.3,6.05,2.84
23.79831,86.44081,DHANBAD,2010,5,4,11.48,15.13,55.66,97.31,12.53,30.22,19.84,19.84,37.53,25,29.87,3.5,2.81,6.32,4.64
23.79831,86.44081,DHANBAD,2010,5,5,6.47,15.49,56.72,97.26,12.41,30.61,20.29,20.29,36.89,24.48,29.94,2.6,2.13,4.73,3.77
23.79831,86.44081,DHANBAD,2010,5,6,2.19,15.91,58.23,97.32,12.32,31.58,20.74,20.74,36.86,24.54,29.96,3.95,2.44,6.39,4.59
23.79831,86.44081,DHANBAD,2010,5,7,9.45,16.56,60.45,97.34,12.08,31.7,21.43,21.43,36.35,24.27,30,3.43,0.48,3.91,2.54
23.79831,86.44081,DHANBAD,2010,5,8,0.58,15.37,52.49,97.27,14.99,33.23,20.09,20.09,39.22,24.24,31.17,3.59,0.26,3.85,2.23
23.79831,86.44081,DHANBAD,2010,5,9,0.08,12.72,40.25,97.09,15.43,33.98,17.1,17.1,40.63,25.2,32.51,5.02,0.34,5.36,2.8
23.79831,86.44081,DHANBAD,2010,5,10,0,11.11,32.62,97.05,16.82,34.66,15.01,15.01,42.27,25.45,33.85,3.4,1.49,4.89,2.97
23.79831,86.44081,DHANBAD,2010,5,11,0.09,10.39,28.49,97.04,16.44,35.44,13.93,13.93,43.07,26.62,35.1,3.11,0.68,3.78,2.1
23.79831,86.44081,DHANBAD,2010,5,12,0,9.77,26.82,97.08,16.83,35.74,12.62,12.62,43.37,26.54,35.09,3.09,0.34,3.43,2.05
23.79831,86.44081,DHANBAD,2010,5,13,0,8.65,23.08,97.11,17.29,36.29,10.85,10.85,43.94,26.66,35.61,2.59,0.36,2.94,1.56
23.79831,86.44081,DHANBAD,2010,5,14,3.74,11.67,31.75,97.06,17.32,37.28,14.73,14.72,44.24,26.92,35.23,5.26,0.11,5.38,2.05
23.79831,86.44081,DHANBAD,2010,5,15,0.95,13.23,36.84,97.07,16.12,36.51,17.11,17.11,43.08,26.96,34.8,5.14,0.19,5.32,3.08
23.79831,86.44081,DHANBAD,2010,5,16,0.04,12.38,34.46,97.12,16.86,37.6,16,16,43.26,26.4,34.82,3.59,0.25,3.83,2.18
23.79831,86.44081,DHANBAD,2010,5,17,3.85,15,42.92,97.31,14.75,36.83,19.46,19.46,41.96,27.21,34.33,5.1,1.6,6.7,3.18
23.79831,86.44081,DHANBAD,2010,5,18,0,15.01,44.4,97.39,15,36.44,19.78,19.78,41.75,26.75,33.75,5.99,3.13,9.12,5.08
23.79831,86.44081,DHANBAD,2010,5,19,0,15.87,46.39,97.24,15.21,36.47,20.69,20.69,42.22,27.01,33.92,5.57,3.77,9.34,6.42
23.79831,86.44081,DHANBAD,2010,5,20,2.8,16.15,51.22,97.18,8.84,33.49,21.04,21.04,37.52,28.69,32.45,5.2,2.67,7.87,6.02
23.79831,86.44081,DHANBAD,2010,5,21,1.62,16.54,58.05,97.37,8.43,32.04,21.45,21.45,35.76,27.33,30.69,3.79,2.34,6.13,4.59
23.79831,86.44081,DHANBAD,2010,5,22,0.41,16.51,54.46,97.37,13.15,34.33,21.36,21.36,39.19,26.04,31.79,4.01,2.99,7,4.93
23.79831,86.44081,DHANBAD,2010,5,23,0.65,16.53,55.13,97.29,11.52,34.58,21.36,21.36,38.25,26.72,31.58,4.69,2.89,7.58,4.52
23.79831,86.44081,DHANBAD,2010,5,24,4.94,16.88,55.84,96.96,12.97,33.98,21.71,21.71,38.46,25.5,31.66,1.74,3.04,4.78,4.1
23.79831,86.44081,DHANBAD,2010,5,25,1.46,16.32,48.59,96.69,14.77,36.07,20.95,20.95,41.13,26.36,33.49,4.48,0.17,4.65,2.74
23.79831,86.44081,DHANBAD,2010,5,26,5.16,16.07,45.92,96.6,16.06,36.11,20.28,20.28,43.08,27.02,34.21,3.63,0.74,4.37,2.85
23.79831,86.44081,DHANBAD,2010,5,27,1.93,17.47,55.35,96.88,11.98,34.4,22.21,22.21,38.7,26.72,32.4,2.6,2.7,5.29,4.09
23.79831,86.44081,DHANBAD,2010,5,28,0.05,15.41,47.44,97.18,12.98,35.84,20.16,20.16,39.46,26.48,32.98,2.76,1.73,4.49,3.11
23.79831,86.44081,DHANBAD,2010,5,29,0.09,15.93,47.4,97.17,12.33,36.58,20.81,20.81,39.83,27.5,33.6,4.6,1.05,5.64,3.13
23.79831,86.44081,DHANBAD,2010,5,30,1.75,15.85,45.61,97.09,14.07,37.17,20.63,20.63,41.68,27.61,34.18,4.49,0.69,5.18,2.9
23.79831,86.44081,DHANBAD,2010,5,31,7.23,17.79,53.04,97.07,12.32,35.28,22.51,22.51,40.3,27.99,33.52,4.16,0.17,4.33,2.62
23.79831,86.44081,DHANBAD,2010,6,1,0.05,13.13,37.4,97.12,16.3,36.07,16.63,16.63,43.26,26.95,34.39,3.42,1.38,4.81,2.91
23.79831,86.44081,DHANBAD,2010,6,2,0,12.46,34.04,97.17,18.62,37.29,15.57,15.56,44.69,26.08,35.16,2.93,1.57,4.5,2.49
23.79831,86.44081,DHANBAD,2010,6,3,0,13.59,35.52,97.16,16.86,37.92,17.31,17.31,44.65,27.79,35.96,3.66,1.51,5.17,3.35
23.79831,86.44081,DHANBAD,2010,6,4,0.16,15.01,39.31,97.19,14.09,37.9,19.45,19.45,42.67,28.59,35.91,4.86,0.35,5.2,2.77
23.79831,86.44081,DHANBAD,2010,6,5,0.16,12.56,32.13,96.9,13.76,38.53,16.67,16.67,43.17,29.42,36.31,5.26,0.63,5.89,3.29
23.79831,86.44081,DHANBAD,2010,6,6,0.08,10.13,25.3,96.82,11.75,38.54,13.61,13.62,43.21,31.46,36.77,4.19,1.8,5.99,4
23.79831,86.44081,DHANBAD,2010,6,7,0.01,9.18,23.34,96.96,13.8,38.25,12.02,12.02,43.72,29.92,36.48,5.43,0.53,5.96,3.07
23.79831,86.44081,DHANBAD,2010,6,8,0.23,10.8,27.96,97.03,13.63,38.14,14.16,14.16,42.48,28.85,36.13,5.28,0.57,5.85,2.87
23.79831,86.44081,DHANBAD,2010,6,9,6.99,15.94,44.12,97.02,12.47,36.68,20.57,20.57,41.64,29.18,34.87,4.57,0.43,5,2.96
23.79831,86.44081,DHANBAD,2010,6,10,0.26,14.6,42.25,97.14,12.94,36.53,19.15,19.16,41.47,28.53,34.1,6.15,1.68,7.83,4.11
23.79831,86.44081,DHANBAD,2010,6,11,1.71,15.8,49.01,97.18,10.91,35.14,20.65,20.65,38.62,27.71,32.85,2.37,3.61,5.99,4.86
23.79831,86.44081,DHANBAD,2010,6,12,0.63,16.11,53.3,97.22,11.61,34.45,21,21,38.17,26.56,31.71,5.93,1.89,7.82,5.02
23.79831,86.44081,DHANBAD,2010,6,13,0.12,16.83,57.12,97.16,11.41,34.16,21.64,21.64,37.53,26.12,31.24,4.03,2.21,6.25,3.7
23.79831,86.44081,DHANBAD,2010,6,14,3.62,16.38,52.53,97.12,11.63,34.63,21.23,21.23,38.33,26.7,32.24,3.29,2.1,5.39,3.7
23.79831,86.44081,DHANBAD,2010,6,15,1.26,16.16,48.18,96.94,13.63,36.27,20.93,20.93,39.83,26.2,33.51,4.5,0.3,4.79,2.84
23.79831,86.44081,DHANBAD,2010,6,16,1.91,15.19,40.23,96.82,13.43,37.35,19.93,19.93,42.51,29.07,35.63,7.03,1.31,8.34,4.43
23.79831,86.44081,DHANBAD,2010,6,17,5.04,17.15,50.9,96.96,8.95,34.66,21.93,21.93,38.59,29.64,33.58,5.15,1.15,6.3,3.55
