LAT,LON,PLACE,YEAR,MONTH,DAY,PRECTOT,QV2M,RH2M,PS,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,TEMPERATURE,WS10M_RANGE,WS10M_MIN,WS10M_MAX,WS10M
23.79831,86.44081,DHANBAD,2011,12,30,0,8.77,65.56,98.58,12.62,17.06,11.62,11.62,25.57,12.95,18.34,1.72,0.22,1.95,1.44
23.79831,86.44081,DHANBAD,2011,12,31,0.2,10.02,71.19,98.6,11.65,18.33,13.61,13.61,25.81,14.16,19.14,1.87,0.4,2.27,1.31
23.79831,86.44081,DHANBAD,2012,1,1,13.99,12.04,82.18,98.34,8.59,18.93,16.47,16.47,24.74,16.14,19.71,2.84,0.26,3.1,1.85
23.79831,86.44081,DHANBAD,2012,1,2,7.7,11.35,90.87,98.31,6.43,16.94,15.66,15.67,20.58,14.15,17.17,4.67,0.82,5.49,2.15
23.79831,86.44081,DHANBAD,2012,1,3,0.14,9.51,82.83,98.31,11.32,15.87,12.92,12.92,22.42,11.1,15.87,1.32,1.9,3.22,2.51
23.79831,86.44081,DHANBAD,2012,1,4,0.01,8.92,72.86,98.36,11.74,16.38,11.87,11.87,23.06,11.32,16.89,1.6,0.5,2.1,1.51
23.79831,86.44081,DHANBAD,2012,1,5,0.27,11.24,84.51,98.37,11.23,17.96,15.53,15.53,24.48,13.25,18.18,2.51,0.39,2.9,2
23.79831,86.44081,DHANBAD,2012,1,6,2.19,11.53,85.09,98.45,9.68,18.34,15.93,15.93,24.21,14.53,18.49,2.34,0.07,2.41,1.68
23.79831,86.44081,DHANBAD,2012,1,7,3.54,11.38,89.18,98.65,9.37,17.62,15.76,15.76,23.05,13.69,17.56,1.01,1.86,2.87,2.28
23.79831,86.44081,DHANBAD,2012,1,8,8.95,11.4,89.03,98.6,9.35,17.72,15.77,15.77,22.84,13.49,17.61,1.63,1.8,3.43,2.44
23.79831,86.44081,DHANBAD,2012,1,9,7.34,10.99,92.89,98.48,6.9,15.94,15.2,15.2,19.92,13.01,16.35,1.67,1.49,3.16,2.3
23.79831,86.44081,DHANBAD,2012,1,10,1.03,9.21,84.17,98.57,10,15.27,12.51,12.51,21.06,11.06,15.16,2.02,2.01,4.03,2.8
23.79831,86.44081,DHANBAD,2012,1,11,0,7.06,70.31,98.66,11.54,13.85,8.53,8.54,20.8,9.26,13.87,2.17,2.27,4.44,3.11
23.79831,86.44081,DHANBAD,2012,1,12,0,5.53,65,98.58,13.95,11.23,4.93,4.94,19.12,5.17,11.35,1.9,2.89,4.79,3.57
23.79831,86.44081,DHANBAD,2012,1,13,0,5.53,66.34,98.57,13.3,10.69,4.96,4.97,18.87,5.57,11.03,1.91,3.04,4.96,3.97
23.79831,86.44081,DHANBAD,2012,1,14,0,5.17,61.64,98.43,15.98,10.61,3.94,3.95,19.94,3.96,11.11,1.56,2.2,3.76,3.15
23.79831,86.44081,DHANBAD,2012,1,15,0,5.74,59.23,98.23,15.73,11.78,5.25,5.26,21.57,5.83,13.25,2.86,1.15,4.01,2.66
23.79831,86.44081,DHANBAD,2012,1,16,0,7.06,59.38,98.02,13.69,14.5,8.37,8.37,23.57,9.89,16.4,1.51,0.82,2.33,1.55
23.79831,86.44081,DHANBAD,2012,1,17,0,7.49,59.89,97.81,14.17,15.38,9.26,9.26,25.49,11.33,17.16,1.56,1.28,2.84,1.88
23.79831,86.44081,DHANBAD,2012,1,18,0.07,8.33,66.9,97.86,13.62,16.51,10.77,10.77,24.51,10.89,17.07,2.35,0.54,2.89,2.07
23.79831,86.44081,DHANBAD,2012,1,19,1.75,9.64,79.96,97.96,13.16,16.57,13.06,13.06,23.77,10.6,16.57,1.19,2,3.19,2.63
23.79831,86.44081,DHANBAD,2012,1,20,1.05,9.78,80.22,98.06,11.24,16.9,13.33,13.33,23.57,12.34,16.77,3.99,0.59,4.58,2.43
23.79831,86.44081,DHANBAD,2012,1,21,0,7.21,70.23,98.26,13.18,14.12,8.77,8.77,21.93,8.75,14.15,1.83,2.7,4.54,3.9
23.79831,86.44081,DHANBAD,2012,1,22,0,5.46,57.6,98.45,15.77,12.43,4.72,4.73,21.46,5.68,12.96,1.87,2.05,3.92,2.81
23.79831,86.44081,DHANBAD,2012,1,23,0,5.95,59.4,98.39,15.41,13,5.74,5.75,22.51,7.09,13.78,1.27,1.65,2.92,2.44
23.79831,86.44081,DHANBAD,2012,1,24,0,6.5,60.91,98.29,15.22,13.97,7.12,7.13,22.98,7.76,14.76,2.08,1.18,3.26,2.5
23.79831,86.44081,DHANBAD,2012,1,25,0,6.89,57.72,98.3,13.1,14.8,7.97,7.97,23.83,10.73,16.5,1.01,1.17,2.18,1.68
23.79831,86.44081,DHANBAD,2012,1,26,0,7.47,61.94,98.3,13.76,15.84,9.15,9.16,24.08,10.31,16.67,1.43,1.71,3.14,2.4
23.79831,86.44081,DHANBAD,2012,1,27,0,7.88,64.77,98.31,11.2,16.37,10.1,10.1,23.37,12.17,16.79,1.98,2.09,4.07,3.06
23.79831,86.44081,DHANBAD,2012,1,28,0.3,7.14,58.94,98.33,12.75,15.73,8.52,8.53,23.51,10.76,16.74,2.25,0.04,2.29,1.42
23.79831,86.44081,DHANBAD,2012,1,29,0.64,8.08,77.5,98.44,4.54,13.72,10.52,10.52,16.59,12.04,14.4,4.84,0.29,5.13,2.06
23.79831,86.44081,DHANBAD,2012,1,30,0,7.72,68.81,98.55,13.88,15.2,9.83,9.83,23.29,9.41,15.56,1.15,2.16,3.31,2.73
23.79831,86.44081,DHANBAD,2012,1,31,0,6.56,59.3,98.6,14.28,14.98,7.32,7.33,23.45,9.18,15.36,1.67,2.59,4.26,3.3
23.79831,86.44081,DHANBAD,2012,2,1,0,6.86,64.73,98.59,12.6,14.24,7.96,7.97,22.34,9.75,14.7,1.41,2.52,3.93,3.28
23.79831,86.44081,DHANBAD,2012,2,2,0,5.2,52.5,98.62,16.12,13.04,4,4.02,22.37,6.25,13.66,2.13,2.38,4.51,3.4
23.79831,86.44081,DHANBAD,2012,2,3,0,5.56,53.11,98.56,16.21,13.65,4.96,4.98,23.22,7.01,14.51,1.87,2.27,4.15,3.09
23.79831,86.44081,DHANBAD,2012,2,4,0,5.77,48.49,98.4,15.79,15.03,5.46,5.47,25.01,9.22,16.49,2.05,1.02,3.07,2.2
23.79831,86.44081,DHANBAD,2012,2,5,0,6.76,48.63,98.36,15.26,16.57,7.67,7.68,27.2,11.94,18.92,2.25,0.56,2.81,1.79
23.79831,86.44081,DHANBAD,2012,2,6,0,8.28,61.31,98.25,15.82,17.8,10.71,10.71,27.32,11.51,18.43,3.13,2.73,5.86,3.92
23.79831,86.44081,DHANBAD,2012,2,7,0,9.03,61.64,98.18,16,18.91,12.05,12.05,28.04,12.04,19.72,2.76,1.04,3.8,2.7
23.79831,86.44081,DHANBAD,2012,2,8,0,10.31,66.15,97.91,13.84,20.29,14.06,14.06,28.55,14.71,20.68,4.46,1.41,5.87,2.7
23.79831,86.44081,DHANBAD,2012,2,9,0,7.55,59.98,98.14,14.37,17.44,8.82,8.83,24.42,10.05,17.31,3.11,3.58,6.69,5.15
23.79831,86.44081,DHANBAD,2012,2,10,0,4.37,43.79,98.3,17.12,13.54,1.39,1.44,23.27,6.16,13.75,2.53,2.38,4.91,3.78
23.79831,86.44081,DHANBAD,2012,2,11,0,4.89,47.62,98.33,16.94,13.65,3.03,3.07,23.46,6.52,14.19,1.51,2.29,3.8,2.95
23.79831,86.44081,DHANBAD,2012,2,12,0,5.28,49.23,98.35,16.55,14.58,4.12,4.14,23.85,7.3,14.85,1.37,2.11,3.48,2.91
23.79831,86.44081,DHANBAD,2012,2,13,0.01,6.58,51.81,98.37,15.08,16.45,7.12,7.13,25.85,10.76,17.49,2.3,1.11,3.41,2.2
23.79831,86.44081,DHANBAD,2012,2,14,0.31,10.93,69.96,98.25,14.29,20.31,14.88,14.88,27.86,13.56,20.76,3,0.85,3.85,2.08
23.79831,86.44081,DHANBAD,2012,2,15,8.05,12.5,74.11,98.07,11.53,21.37,17.14,17.14,27.88,16.36,21.97,1.41,0.72,2.13,1.37
23.79831,86.44081,DHANBAD,2012,2,16,3.57,12.82,81.13,98.08,9.15,20.87,17.54,17.54,26.09,16.93,20.9,2.19,0.56,2.75,1.77
23.79831,86.44081,DHANBAD,2012,2,17,0.15,12.06,77.58,98.22,10.44,20.92,16.58,16.58,26.8,16.36,20.66,2.43,1.55,3.98,2.45
23.79831,86.44081,DHANBAD,2012,2,18,0,7.93,57.37,98.3,15.57,18.66,10.14,10.14,27.5,11.93,18.81,2.75,2.85,5.6,4.13
23.79831,86.44081,DHANBAD,2012,2,19,0,6.34,47.91,98.21,16.87,17.82,6.74,6.76,27.59,10.72,18.12,2.65,2.88,5.54,3.81
23.79831,86.44081,DHANBAD,2012,2,20,0,6.78,50.9,98.07,16.24,17.8,7.71,7.72,26.84,10.6,18.2,1.5,2.55,4.05,3.33
23.79831,86.44081,DHANBAD,2012,2,21,0,7.57,51.8,97.94,15.83,19.18,9.41,9.41,28.49,12.66,19.66,2.93,2.74,5.67,3.49
23.79831,86.44081,DHANBAD,2012,2,22,0,7.96,49.23,97.91,16.59,20.26,10.1,10.1,30.28,13.68,21.28,2.04,1.31,3.35,2.45
23.79831,86.44081,DHANBAD,2012,2,23,0,8.07,48.88,97.89,17.34,20.93,10.37,10.38,31.49,14.15,21.63,3.77,2.72,6.49,4.41
23.79831,86.44081,DHANBAD,2012,2,24,0,7.73,46.22,97.86,16.85,21.14,9.67,9.67,31.41,14.56,21.83,3.22,2.94,6.16,4.41
23.79831,86.44081,DHANBAD,2012,2,25,0,7.87,46.63,97.85,17.67,21.52,9.93,9.94,31.91,14.24,21.98,1.8,2.67,4.47,3.68
23.79831,86.44081,DHANBAD,2012,2,26,0,6.85,42.25,97.78,17.29,20.93,7.87,7.88,31.26,13.97,21.32,3.22,3.17,6.39,4.58
23.79831,86.44081,DHANBAD,2012,2,27,0,5.27,35.77,97.76,18.95,19.45,3.86,3.9,30.12,11.18,19.77,2.67,2.87,5.55,4.25
23.79831,86.44081,DHANBAD,2012,2,28,0.01,5.62,34.83,97.49,19.24,20.31,4.87,4.9,31.01,11.77,21.22,3.05,1.02,4.07,2.81
23.79831,86.44081,DHANBAD,2012,2,29,0.03,6.63,39.71,97.45,16.12,20.88,7.32,7.33,30.34,14.22,21.74,4.43,0.41,4.84,2.71
23.79831,86.44081,DHANBAD,2012,3,1,0,5.82,36.79,97.72,17.59,20.3,5.48,5.51,30.27,12.68,20.93,2.33,0.52,2.85,2.32
23.79831,86.44081,DHANBAD,2012,3,2,0,5.59,35.28,97.61,16.45,19.97,4.8,4.83,29.75,13.29,20.93,1.9,1.19,3.08,2.19
23.79831,86.44081,DHANBAD,2012,3,3,0,5.81,36.21,97.6,16.83,20.11,5.4,5.42,29.81,12.98,21.13,3.69,0.92,4.62,2.87
23.79831,86.44081,DHANBAD,2012,3,4,0,6.63,39.7,97.77,17.65,21.01,7.35,7.37,30.6,12.96,21.81,3.66,1.52,5.18,3.37
23.79831,86.44081,DHANBAD,2012,3,5,0,7.65,40.24,97.73,16.88,22.73,9.48,9.48,32.49,15.61,23.92,4.64,0.47,5.11,2.78
23.79831,86.44081,DHANBAD,2012,3,6,0,8.5,43.43,97.52,17.9,24.24,11.08,11.08,34.32,16.42,24.38,2.54,2.18,4.72,3.54
23.79831,86.44081,DHANBAD,2012,3,7,0,7.14,37.44,97.33,16.98,23.81,8.41,8.42,33.94,16.96,23.93,3.86,1.59,5.45,3.48
23.79831,86.44081,DHANBAD,2012,3,8,0,6.71,38.13,97.46,17.48,22.99,7.43,7.45,31.72,14.25,22.62,3.73,1.04,4.77,3
23.79831,86.44081,DHANBAD,2012,3,9,0,7.07,40.41,97.57,16.85,22.91,8.24,8.26,32.05,15.2,22.53,2.17,1.35,3.52,2.55
23.79831,86.44081,DHANBAD,2012,3,10,0,5.34,32.62,97.87,17.51,22.02,4.01,4.06,31.01,13.5,21.5,2.63,1.75,4.37,3.07
23.79831,86.44081,DHANBAD,2012,3,11,0,5.6,32.51,98.12,17.97,22.37,4.79,4.82,31.36,13.39,22.4,3.35,0.26,3.62,2.02
23.79831,86.44081,DHANBAD,2012,3,12,0.48,6.93,35.49,98.25,16.04,24.01,7.9,7.92,32.82,16.77,24.47,2.21,0.14,2.35,1.54
23.79831,86.44081,DHANBAD,2012,3,13,6.71,9.8,53.68,98.2,13.53,23.7,13.17,13.17,31.03,17.5,23.32,3.15,0.07,3.22,2.06
23.79831,86.44081,DHANBAD,2012,3,14,0.01,7.76,46.67,98.2,15.22,22.45,9.14,9.16,30.59,15.37,21.79,4.49,1.91,6.4,4.09
23.79831,86.44081,DHANBAD,2012,3,15,0,6.61,40.21,98.16,16.87,22.21,7.45,7.47,30.85,13.98,21.63,1.73,2.98,4.71,3.76
23.79831,86.44081,DHANBAD,2012,3,16,0,5.6,32.77,98.07,17.96,22.14,4.94,4.97,31.92,13.96,22.24,2.34,2.32,4.66,3.39
23.79831,86.44081,DHANBAD,2012,3,17,0,5.37,29.02,97.96,16.21,22.39,4.16,4.21,32.35,16.14,23.55,3.43,0.86,4.3,2.27
23.79831,86.44081,DHANBAD,2012,3,18,0,6.62,34.82,97.94,17.55,23.76,7.22,7.24,33.2,15.65,23.97,2.43,0.6,3.03,2.12
23.79831,86.44081,DHANBAD,2012,3,19,0,8.44,42.05,97.95,16.06,25.11,11.02,11.02,33.33,17.27,24.87,1.85,0.77,2.62,2.01
23.79831,86.44081,DHANBAD,2012,3,20,0,9.01,42.79,97.92,16.17,25.89,12.01,12.01,34.13,17.96,25.66,2.28,1.62,3.91,2.71
23.79831,86.44081,DHANBAD,2012,3,21,0,7.82,32.82,97.75,16.25,26.78,9.74,9.75,36.65,20.4,27.74,2.27,1.8,4.08,2.45
23.79831,86.44081,DHANBAD,2012,3,22,0,5.1,25.26,97.78,19.2,25.06,3.33,3.39,35.75,16.55,24.98,2.92,2.82,5.74,4.32
23.79831,86.44081,DHANBAD,2012,3,23,0,3.79,19.61,97.99,20.93,23.71,-0.82,-0.66,34.76,13.83,24.27,2.76,1.27,4.03,3.27
23.79831,86.44081,DHANBAD,2012,3,24,0,4.42,22,98.03,19.49,24.05,1.34,1.45,34.69,15.21,24.96,2.66,1.69,4.34,2.76
23.79831,86.44081,DHANBAD,2012,3,25,0,5.12,24.09,97.98,18.68,25.18,3.53,3.58,35.51,16.83,25.86,1.57,1.91,3.48,2.69
23.79831,86.44081,DHANBAD,2012,3,26,0,5.22,22.7,98.01,15.84,25.93,3.83,3.88,35.9,20.06,27.22,2.59,0.63,3.23,1.67
23.79831,86.44081,DHANBAD,2012,3,27,0,5.64,23.77,98.02,17.42,26.58,4.86,4.89,36.72,19.3,27.73,2.98,1.27,4.25,2.45
23.79831,86.44081,DHANBAD,2012,3,28,0,6.24,24.78,98.06,17.96,27.74,6.44,6.46,37.9,19.94,28.77,3.46,1.4,4.86,2.88
23.79831,86.44081,DHANBAD,2012,3,29,0,6.91,28.91,97.9,17.51,27.99,7.99,8,37.03,19.52,27.83,3.36,2.71,6.07,4.15
23.79831,86.44081,DHANBAD,2012,3,30,0,6.59,27.66,97.84,18.19,28.29,7.24,7.25,37.18,18.98,27.79,2.12,1.85,3.98,3.12
23.79831,86.44081,DHANBAD,2012,3,31,4.71,7.75,31.31,98.03,15.28,28.26,9.11,9.12,36.69,21.41,28.45,2.87,0.53,3.39,1.95
23.79831,86.44081,DHANBAD,2012,4,1,2.81,11.34,46.44,98.04,15.43,29.22,15.51,15.51,36.33,20.9,28.19,2.31,1.2,3.51,2.22
23.79831,86.44081,DHANBAD,2012,4,2,0,11.13,42.83,98,15.95,30.73,15.27,15.28,37.42,21.47,29.26,3.42,1.12,4.54,2.84
23.79831,86.44081,DHANBAD,2012,4,3,0,10.18,38.02,97.98,15.97,30.64,13.77,13.77,38.2,22.23,29.79,3.91,0.09,4,2.28
23.79831,86.44081,DHANBAD,2012,4,4,2.89,10.26,38.86,97.85,14.73,29.95,13.89,13.89,37.54,22.81,29.52,3.14,0.41,3.55,1.7
23.79831,86.44081,DHANBAD,2012,4,5,3.24,12.2,47.78,97.67,14.63,30.01,16.58,16.59,37.04,22.41,28.88,2.89,1.92,4.81,3.34
23.79831,86.44081,DHANBAD,2012,4,6,0.27,12.57,49.88,97.62,15.14,30.62,16.68,16.68,37.07,21.93,28.65,3.39,0.58,3.97,2.43
23.79831,86.44081,DHANBAD,2012,4,7,0.18,11.68,45.51,97.61,16.76,30.44,15.33,15.34,37.67,20.91,28.97,4.4,0.99,5.39,3.04
23.79831,86.44081,DHANBAD,2012,4,8,1.57,13.02,48.94,97.48,17.16,31.38,17.27,17.27,38.61,21.45,29.55,3.16,0.95,4.11,2.2
23.79831,86.44081,DHANBAD,2012,4,9,0.31,10.87,40.99,97.57,14.69,30.51,14.24,14.25,37.19,22.49,29.53,2.39,0.45,2.84,1.73
23.79831,86.44081,DHANBAD,2012,4,10,2.35,12.34,47.97,97.61,16.1,30.81,16.42,16.42,37.54,21.44,29,4.31,0.28,4.59,2.02
23.79831,86.44081,DHANBAD,2012,4,11,2.16,14.42,54.59,97.53,14.58,31.66,19.11,19.11,37.14,22.56,29.42,3.56,1.13,4.69,2.55
23.79831,86.44081,DHANBAD,2012,4,12,1.68,13.37,48.08,97.37,15.39,32.08,17.83,17.83,38.62,23.23,30.3,3.26,0.58,3.84,2.16
23.79831,86.44081,DHANBAD,2012,4,13,4.62,11.49,41.56,97.52,14.9,31.62,15.47,15.47,37.58,22.69,30.25,3.06,0.26,3.32,1.65
23.79831,86.44081,DHANBAD,2012,4,14,0.45,11.09,39.98,97.69,16.41,31.37,14.86,14.86,39.09,22.68,30.34,2.23,2.11,4.34,3.11
23.79831,86.44081,DHANBAD,2012,4,15,0.2,9.67,35.98,97.69,16.36,31.59,13.02,13.02,38,21.64,29.8,1.5,1.83,3.33,2.58
23.79831,86.44081,DHANBAD,2012,4,16,0,8.66,31.92,97.55,15.89,31.81,11.38,11.38,38.12,22.24,29.95,3.38,1.84,5.21,3.32
23.79831,86.44081,DHANBAD,2012,4,17,0,7.22,26.84,97.43,17.97,30.97,8.59,8.6,38.9,20.92,29.79,3.94,1.68,5.62,3.58
23.79831,86.44081,DHANBAD,2012,4,18,0,8.18,28.03,97.31,16.38,31.52,10.41,10.42,38.69,22.31,31.18,3.18,0.74,3.92,2.37
23.79831,86.44081,DHANBAD,2012,4,19,0.01,8.85,28.2,97.36,16.45,33.77,11.63,11.63,40.56,24.11,32.47,1.97,1.56,3.53,2.55
23.79831,86.44081,DHANBAD,2012,4,20,0,8.07,25.6,97.51,15.32,34,10.04,10.05,41.16,25.84,32.6,4.46,1.1,5.56,2.94
23.79831,86.44081,DHANBAD,2012,4,21,0,8.14,27.28,97.53,14.97,32.97,10.42,10.43,39.5,24.53,31.62,3.55,2.94,6.49,4.46
23.79831,86.44081,DHANBAD,2012,4,22,0.79,7.8,25.19,97.29,15.48,33.58,9.66,9.66,40.16,24.68,32.25,5.1,2.99,8.09,5.39
23.79831,86.44081,DHANBAD,2012,4,23,1.17,9.09,29.97,97.3,16.57,33.29,11.95,11.95,40.28,23.71,31.86,3.78,0.43,4.21,2.76
23.79831,86.44081,DHANBAD,2012,4,24,0.8,9.26,27.75,97.33,15.95,34.66,11.95,11.95,41.65,25.7,33.57,3.24,0.62,3.86,2.13
23.79831,86.44081,DHANBAD,2012,4,25,0.52,10.05,30.62,97.42,15.77,34.81,13.33,13.33,41.04,25.28,33.27,2.25,0.81,3.06,1.91
23.79831,86.44081,DHANBAD,2012,4,26,0.22,10.97,33.35,97.48,16.05,35.75,14.73,14.73,41.53,25.47,33.31,2.78,1.64,4.42,2.86
23.79831,86.44081,DHANBAD,2012,4,27,8.81,10.23,30.26,97.29,15.52,35.24,12.9,12.91,41.58,26.06,33.78,3.72,0.68,4.4,2.37
23.79831,86.44081,DHANBAD,2012,4,28,2.32,11.41,38.07,97.15,15.11,32.66,15.18,15.18,39.4,24.28,31.6,3.07,1.81,4.89,3.34
23.79831,86.44081,DHANBAD,2012,4,29,0,8.74,28.85,97.19,16.74,33.22,11.34,11.34,39.86,23.12,31.83,2.01,1.41,3.42,2.49
23.79831,86.44081,DHANBAD,2012,4,30,0.01,9.04,28.56,97.09,15.57,34.15,11.23,11.23,40.79,25.22,32.58,2.92,1.73,4.66,3.16
23.79831,86.44081,DHANBAD,2012,5,1,2.22,8.3,26.81,97.18,16.03,32.95,10.3,10.31,40.46,24.43,32.21,2.58,1.22,3.8,2.16
23.79831,86.44081,DHANBAD,2012,5,2,0.01,8.11,27.12,97.35,15.62,32.86,9.89,9.89,39.98,24.36,31.63,2.21,0.85,3.06,2.23
23.79831,86.44081,DHANBAD,2012,5,3,0.93,6.99,23.48,97.33,15.41,33.51,7.42,7.43,39.74,24.33,31.56,5.16,0.07,5.23,1.93
23.79831,86.44081,DHANBAD,2012,5,4,3.97,12.76,43.91,97.31,13.98,33.44,17,17,38.36,24.38,31.07,3.11,2.09,5.2,3.34
23.79831,86.44081,DHANBAD,2012,5,5,0.6,13.96,54.12,97.56,10.52,30.8,18.7,18.7,34.64,24.12,29.02,2.84,2.09,4.93,3.48
23.79831,86.44081,DHANBAD,2012,5,6,0,10.94,37.94,97.5,15.27,33.3,14.67,14.67,38.43,23.16,30.98,1.79,0.54,2.33,1.55
23.79831,86.44081,DHANBAD,2012,5,7,0,9.03,28.4,97.35,16.18,34.54,11.85,11.85,40.19,24.01,32.71,2.96,0.59,3.55,1.77
23.79831,86.44081,DHANBAD,2012,5,8,0,10.76,33.28,97.31,15.74,36.01,14.51,14.51,40.64,24.9,32.99,4.15,0.62,4.76,2.55
23.79831,86.44081,DHANBAD,2012,5,9,13.8,15.32,51.47,97.46,13.49,33.77,20.05,20.05,39.36,25.87,31.49,4.48,1.35,5.83,3.53
23.79831,86.44081,DHANBAD,2012,5,10,3.83,17.43,64.96,97.65,10.22,31.26,22.31,22.31,35.54,25.32,29.69,2.22,1.19,3.41,2.23
23.79831,86.44081,DHANBAD,2012,5,11,0,14.61,47.8,97.39,15.11,34.26,19.32,19.32,39.4,24.3,31.95,2.26,0.73,2.98,1.73
23.79831,86.44081,DHANBAD,2012,5,12,0,13.71,41.75,97.16,15.2,35.31,18.23,18.23,40.34,25.14,33.19,3.14,0.38,3.51,1.57
23.79831,86.44081,DHANBAD,2012,5,13,0,11.9,34.1,97.12,14.56,35.42,16.02,16.02,41.34,26.79,34.31,3.31,0.68,3.99,2.39
23.79831,86.44081,DHANBAD,2012,5,14,0,10.87,30.79,97.15,15.82,36.01,14.6,14.6,42.13,26.3,34.52,2.92,1.32,4.24,2.76
23.79831,86.44081,DHANBAD,2012,5,15,0.59,10.71,30.45,97.25,14.58,36.16,14.5,14.5,41.76,27.18,34.48,2.7,1.79,4.49,3.12
23.79831,86.44081,DHANBAD,2012,5,16,0.03,8.53,24.52,97.11,16.08,35.25,10.56,10.56,41.71,25.63,34.27,5.33,1.1,6.43,3.7
23.79831,86.44081,DHANBAD,2012,5,17,0,7.62,20.29,96.96,16.85,36.91,9.31,9.3,44.31,27.46,35.65,3.67,1.06,4.72,2.51
23.79831,86.44081,DHANBAD,2012,5,18,4.19,11.66,32.35,97.09,14.97,36.68,15.29,15.29,42.81,27.84,34.87,2.06,1.2,3.26,2.01
23.79831,86.44081,DHANBAD,2012,5,19,0.51,14.45,41.3,97.24,14.04,36.41,18.99,18.99,41.47,27.43,34.34,3,0.32,3.31,1.71
23.79831,86.44081,DHANBAD,2012,5,20,1.49,13.15,37.68,97.18,15.58,36.4,17.29,17.29,41.95,26.37,34.29,3.22,0.45,3.68,1.75
23.79831,86.44081,DHANBAD,2012,5,21,0.2,9.24,26.98,97.12,15.66,35.55,11.61,11.61,41.85,26.18,34,2.33,0.91,3.24,2.27
23.79831,86.44081,DHANBAD,2012,5,22,0,7.44,19.97,97.1,14.9,36.26,8.89,8.89,43.49,28.59,35.54,3.78,0.78,4.56,2.25
23.79831,86.44081,DHANBAD,2012,5,23,0,7.68,19.62,96.98,17.12,37.48,9.36,9.35,44.48,27.36,36.41,3.61,0.7,4.31,2.34
23.79831,86.44081,DHANBAD,2012,5,24,0,5.92,15.44,96.84,16.51,37.23,5.24,5.2,44.48,27.98,36.03,4.55,1.23,5.79,3.45
23.79831,86.44081,DHANBAD,2012,5,25,0,6.13,15.75,96.83,15.92,37.72,5.63,5.6,44.65,28.73,36.29,2.04,0.37,2.41,1.71
23.79831,86.44081,DHANBAD,2012,5,26,0.08,12.58,33.53,96.91,16.8,38.61,16.17,16.17,43.82,27.01,35.57,3.54,0.36,3.91,2.32
23.79831,86.44081,DHANBAD,2012,5,27,3.33,15.32,43.03,96.9,12.52,37.13,19.68,19.68,41.63,29.12,34.58,4.66,0.46,5.13,2.91
23.79831,86.44081,DHANBAD,2012,5,28,0.92,15.7,45.62,96.95,12.87,36.2,20.11,20.11,41.16,28.29,33.97,4.17,1.01,5.19,3.18
23.79831,86.44081,DHANBAD,2012,5,29,0.09,13.6,38.57,97.01,16.11,37.29,17.41,17.41,42.78,26.67,34.45,5.64,0.23,5.87,2.75
23.79831,86.44081,DHANBAD,2012,5,30,0,13.11,36.73,96.82,16.3,37.47,16.59,16.58,42.81,26.52,34.64,5.74,1.45,7.2,3.48
23.79831,86.44081,DHANBAD,2012,5,31,0,14.69,40.7,96.76,14.1,37.53,19.24,19.24,41.74,27.64,34.81,3.87,2.57,6.44,4.3
23.79831,86.44081,DHANBAD,2012,6,1,1.89,15.02,40.82,96.76,14.32,38.08,19.7,19.7,42.71,28.39,35.16,5.79,1.24,7.03,3.94
23.79831,86.44081,DHANBAD,2012,6,2,0.05,13.07,33.09,96.61,17.28,38.85,17.12,17.11,45.27,27.99,36.45,3.18,2.02,5.2,3.41
23.79831,86.44081,DHANBAD,2012,6,3,0.23,10.53,24.33,96.42,16.63,39.7,13.61,13.59,46.07,29.45,38.12,5.97,1,6.97,3.94
23.79831,86.44081,DHANBAD,2012,6,4,0.23,10.92,24.6,96.52,12.2,40.15,14.74,14.74,45.13,32.93,38.6,3.72,0.79,4.51,3.31
23.79831,86.44081,DHANBAD,2012,6,5,1.07,10.83,24.72,96.62,12.03,40.51,14.18,14.17,44.57,32.53,38.37,4.26,0.22,4.48,1.8
23.79831,86.44081,DHANBAD,2012,6,6,0.34,14.08,34.53,96.66,13.89,40.21,18.54,18.53,43.82,29.93,37.03,5.33,0.76,6.09,2.97
23.79831,86.44081,DHANBAD,2012,6,7,8.67,17.46,50.23,96.75,9.98,36.25,22.18,22.18,40.03,30.05,34.1,3.99,1.44,5.43,3.49
23.79831,86.44081,DHANBAD,2012,6,8,0.57,16.9,51.03,96.87,10.84,35.4,21.62,21.61,39.09,28.25,33.27,4.48,1.01,5.49,2.94
23.79831,86.44081,DHANBAD,2012,6,9,0.01,13.97,36.77,96.71,14,37.61,18.31,18.31,43.36,29.36,35.74,3.48,1.67,5.15,3.69
23.79831,86.44081,DHANBAD,2012,6,10,0,11.51,30.21,96.58,17.08,37.65,14.79,14.79,44.21,27.13,35.8,4.92,1.25,6.17,3.44
23.79831,86.44081,DHANBAD,2012,6,11,0,9.1,23.56,96.62,14.82,38.59,11.78,11.78,43.62,28.81,36.08,3.38,1.36,4.74,2.39
23.79831,86.44081,DHANBAD,2012,6,12,0,15.38,40.96,96.79,12.66,37.92,19.91,19.91,41.94,29.27,35.52,5.12,2.76,7.88,4.77
23.79831,86.44081,DHANBAD,2012,6,13,5.21,16.94,48.7,96.87,11.4,35.97,21.64,21.64,41.09,29.68,34.15,4.25,3.22,7.48,5.2
